Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of DNA-directed DNA polymerase activity (GO:1900262)	1/9	8.965773e-03	2.005502e-02	0	0	1.313947e+02	6.194396e+02	PCNA
GO_Biological_Process_2021	regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	1/10	9.957248e-03	2.198353e-02	0	0	1.167895e+02	5.383358e+02	CCNB1
GO_Biological_Process_2021	negative regulation of lymphocyte apoptotic process (GO:0070229)	1/10	9.957248e-03	2.198353e-02	0	0	1.167895e+02	5.383358e+02	AURKB
GO_Biological_Process_2021	regulation of histone H3-K9 acetylation (GO:2000615)	1/11	1.094778e-02	2.326403e-02	0	0	1.051053e+02	4.745102e+02	CHEK1
GO_Biological_Process_2021	regulation of synapse maturation (GO:0090128)	1/11	1.094778e-02	2.326403e-02	0	0	1.051053e+02	4.745102e+02	CDC20
GO_Biological_Process_2021	chromatin-mediated maintenance of transcription (GO:0048096)	1/11	1.094778e-02	2.326403e-02	0	0	1.051053e+02	4.745102e+02	CHEK1
GO_Biological_Process_2021	tetrahydrofolate metabolic process (GO:0046653)	1/11	1.094778e-02	2.326403e-02	0	0	1.051053e+02	4.745102e+02	TYMS
GO_Biological_Process_2021	Golgi inheritance (GO:0048313)	1/11	1.094778e-02	2.326403e-02	0	0	1.051053e+02	4.745102e+02	CDK1
GO_Biological_Process_2021	negative regulation of nuclear division (GO:0051784)	1/11	1.094778e-02	2.326403e-02	0	0	1.051053e+02	4.745102e+02	CHEK1
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	3/485	1.188612e-02	2.459822e-02	0	0	7.138638e+00	3.164119e+01	PLK1;CDK1;BIRC5
GO_Biological_Process_2021	exit from mitosis (GO:0010458)	1/12	1.193737e-02	2.459822e-02	0	0	9.554545e+01	4.230831e+02	UBE2C
GO_Biological_Process_2021	negative regulation of cell division (GO:0051782)	1/12	1.193737e-02	2.459822e-02	0	0	9.554545e+01	4.230831e+02	AURKB
GO_Biological_Process_2021	attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	1/12	1.193737e-02	2.459822e-02	0	0	9.554545e+01	4.230831e+02	KIF2C
GO_Biological_Process_2021	regulation of B cell apoptotic process (GO:0002902)	1/12	1.193737e-02	2.459822e-02	0	0	9.554545e+01	4.230831e+02	AURKB
GO_Biological_Process_2021	cellular protein-containing complex assembly (GO:0034622)	2/168	1.206706e-02	2.471566e-02	0	0	1.326238e+01	5.858360e+01	CENPF;CENPA
GO_Biological_Process_2021	chromatin organization involved in regulation of transcription (GO:0034401)	1/13	1.292602e-02	2.600501e-02	0	0	8.757895e+01	3.808382e+02	CHEK1
GO_Biological_Process_2021	regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)	1/13	1.292602e-02	2.600501e-02	0	0	8.757895e+01	3.808382e+02	CCNB1
GO_Biological_Process_2021	mitotic DNA integrity checkpoint signaling (GO:0044774)	1/13	1.292602e-02	2.600501e-02	0	0	8.757895e+01	3.808382e+02	CHEK2
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	4/948	1.323289e-02	2.646579e-02	0	0	5.041314e+00	2.180393e+01	CENPF;PLK1;BIRC5;AURKB
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	2/177	1.332697e-02	2.649806e-02	0	0	1.257460e+01	5.429670e+01	CDC20;AURKA
GO_Biological_Process_2021	covalent chromatin modification (GO:0016569)	1/14	1.391373e-02	2.734491e-02	0	0	8.083806e+01	3.455729e+02	AURKB
GO_Biological_Process_2021	regulation of chromatin organization (GO:1902275)	1/14	1.391373e-02	2.734491e-02	0	0	8.083806e+01	3.455729e+02	MKI67
GO_Biological_Process_2021	protein ubiquitination (GO:0016567)	3/525	1.470446e-02	2.873286e-02	0	0	6.578093e+00	2.775695e+01	PCNA;UBE2C;PLK1
GO_Biological_Process_2021	mitotic intra-S DNA damage checkpoint signaling (GO:0031573)	1/15	1.490050e-02	2.894955e-02	0	0	7.506015e+01	3.157300e+02	CHEK2
GO_Biological_Process_2021	resolution of meiotic recombination intermediates (GO:0000712)	1/16	1.588634e-02	3.051613e-02	0	0	7.005263e+01	2.901787e+02	TOP2A
GO_Biological_Process_2021	response to organophosphorus (GO:0046683)	1/16	1.588634e-02	3.051613e-02	0	0	7.005263e+01	2.901787e+02	TYMS
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	3/547	1.640431e-02	3.133408e-02	0	0	6.304931e+00	2.591460e+01	CENPF;BIRC5;TYMS
GO_Biological_Process_2021	positive regulation of DNA replication (GO:0045740)	1/17	1.687123e-02	3.151769e-02	0	0	6.567105e+01	2.680788e+02	PCNA
GO_Biological_Process_2021	positive regulation of telomere capping (GO:1904355)	1/17	1.687123e-02	3.151769e-02	0	0	6.567105e+01	2.680788e+02	AURKB
GO_Biological_Process_2021	midbody abscission (GO:0061952)	1/17	1.687123e-02	3.151769e-02	0	0	6.567105e+01	2.680788e+02	KIF20A
GO_Biological_Process_2021	DNA biosynthetic process (GO:0071897)	1/17	1.687123e-02	3.151769e-02	0	0	6.567105e+01	2.680788e+02	TYMS
GO_Biological_Process_2021	regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)	1/18	1.785520e-02	3.246399e-02	0	0	6.180495e+01	2.487934e+02	TOP2A
GO_Biological_Process_2021	microtubule depolymerization (GO:0007019)	1/18	1.785520e-02	3.246399e-02	0	0	6.180495e+01	2.487934e+02	KIF2C
GO_Biological_Process_2021	regulation of catabolic process (GO:0009894)	1/18	1.785520e-02	3.246399e-02	0	0	6.180495e+01	2.487934e+02	CHEK2
GO_Biological_Process_2021	DNA conformation change (GO:0071103)	1/18	1.785520e-02	3.246399e-02	0	0	6.180495e+01	2.487934e+02	TOP2A
GO_Biological_Process_2021	DNA strand elongation involved in DNA replication (GO:0006271)	1/18	1.785520e-02	3.246399e-02	0	0	6.180495e+01	2.487934e+02	PCNA
GO_Biological_Process_2021	nuclear membrane organization (GO:0071763)	1/19	1.883822e-02	3.371050e-02	0	0	5.836842e+01	2.318316e+02	PLK1
GO_Biological_Process_2021	regulation of mitotic spindle assembly (GO:1901673)	1/19	1.883822e-02	3.371050e-02	0	0	5.836842e+01	2.318316e+02	PLK1
GO_Biological_Process_2021	positive regulation of mitochondrial fission (GO:0090141)	1/19	1.883822e-02	3.371050e-02	0	0	5.836842e+01	2.318316e+02	AURKA
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	1/20	1.982031e-02	3.455849e-02	0	0	5.529363e+01	2.168090e+02	PLK1
GO_Biological_Process_2021	nucleobase-containing compound biosynthetic process (GO:0034654)	1/20	1.982031e-02	3.455849e-02	0	0	5.529363e+01	2.168090e+02	TYMS
GO_Biological_Process_2021	mitotic cytokinetic process (GO:1902410)	1/20	1.982031e-02	3.455849e-02	0	0	5.529363e+01	2.168090e+02	KIF20A
GO_Biological_Process_2021	regulation of nuclear division (GO:0051783)	1/20	1.982031e-02	3.455849e-02	0	0	5.529363e+01	2.168090e+02	MKI67
GO_Biological_Process_2021	regulation of protein localization to cell periphery (GO:1904375)	1/20	1.982031e-02	3.455849e-02	0	0	5.529363e+01	2.168090e+02	PLK1
GO_Biological_Process_2021	error-prone translesion synthesis (GO:0042276)	1/21	2.080147e-02	3.590101e-02	0	0	5.252632e+01	2.034203e+02	PCNA
GO_Biological_Process_2021	protein localization to chromatin (GO:0071168)	1/21	2.080147e-02	3.590101e-02	0	0	5.252632e+01	2.034203e+02	PLK1
GO_Biological_Process_2021	error-free translesion synthesis (GO:0070987)	1/22	2.178169e-02	3.702888e-02	0	0	5.002256e+01	1.914206e+02	PCNA
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	1/22	2.178169e-02	3.702888e-02	0	0	5.002256e+01	1.914206e+02	PLK1
GO_Biological_Process_2021	regulation of centrosome cycle (GO:0046605)	1/22	2.178169e-02	3.702888e-02	0	0	5.002256e+01	1.914206e+02	AURKA
GO_Biological_Process_2021	ERK1 and ERK2 cascade (GO:0070371)	1/23	2.276098e-02	3.831057e-02	0	0	4.774641e+01	1.806107e+02	CDK1
GO_Biological_Process_2021	regulation of telomere capping (GO:1904353)	1/23	2.276098e-02	3.831057e-02	0	0	4.774641e+01	1.806107e+02	AURKB
GO_Biological_Process_2021	apoptotic nuclear changes (GO:0030262)	1/24	2.373934e-02	3.956557e-02	0	0	4.566819e+01	1.708274e+02	TOP2A
GO_Biological_Process_2021	nucleotide-excision repair, DNA gap filling (GO:0006297)	1/24	2.373934e-02	3.956557e-02	0	0	4.566819e+01	1.708274e+02	PCNA
GO_Biological_Process_2021	positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	1/25	2.471677e-02	4.059760e-02	0	0	4.376316e+01	1.619356e+02	PLK1
GO_Biological_Process_2021	regulation of spindle assembly (GO:0090169)	1/25	2.471677e-02	4.059760e-02	0	0	4.376316e+01	1.619356e+02	PLK1
GO_Biological_Process_2021	regulation of mitochondrial fission (GO:0090140)	1/25	2.471677e-02	4.059760e-02	0	0	4.376316e+01	1.619356e+02	AURKA
GO_Biological_Process_2021	positive regulation of nuclear division (GO:0051785)	1/27	2.666885e-02	4.297350e-02	0	0	4.039271e+01	1.463937e+02	AURKA
GO_Biological_Process_2021	nucleobase-containing small molecule interconversion (GO:0015949)	1/27	2.666885e-02	4.297350e-02	0	0	4.039271e+01	1.463937e+02	TYMS
GO_Biological_Process_2021	microtubule polymerization or depolymerization (GO:0031109)	1/27	2.666885e-02	4.297350e-02	0	0	4.039271e+01	1.463937e+02	KIF2C
GO_Biological_Process_2021	positive regulation of mitotic cell cycle (GO:0045931)	1/27	2.666885e-02	4.297350e-02	0	0	4.039271e+01	1.463937e+02	CCNB1
GO_Biological_Process_2021	regulation of multicellular organismal development (GO:2000026)	1/28	2.764349e-02	4.412576e-02	0	0	3.889474e+01	1.395685e+02	CDK1
GO_Biological_Process_2021	protein depolymerization (GO:0051261)	1/28	2.764349e-02	4.412576e-02	0	0	3.889474e+01	1.395685e+02	KIF2C
GO_Biological_Process_2021	regulation of ubiquitin-protein transferase activity (GO:0051438)	1/29	2.861721e-02	4.483802e-02	0	0	3.750376e+01	1.332789e+02	PLK1
GO_Biological_Process_2021	mismatch repair (GO:0006298)	1/29	2.861721e-02	4.483802e-02	0	0	3.750376e+01	1.332789e+02	PCNA
GO_Biological_Process_2021	positive regulation of viral genome replication (GO:0045070)	1/29	2.861721e-02	4.483802e-02	0	0	3.750376e+01	1.332789e+02	TOP2A
GO_Biological_Process_2021	protein K11-linked ubiquitination (GO:0070979)	1/29	2.861721e-02	4.483802e-02	0	0	3.750376e+01	1.332789e+02	UBE2C
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	2/267	2.879936e-02	4.491644e-02	0	0	8.266247e+00	2.932370e+01	CDC20;CDK1
GO_Biological_Process_2021	CENP-A containing chromatin organization (GO:0061641)	1/30	2.959000e-02	4.552307e-02	0	0	3.620871e+01	1.274662e+02	CENPA
GO_Biological_Process_2021	CENP-A containing nucleosome assembly (GO:0034080)	1/30	2.959000e-02	4.552307e-02	0	0	3.620871e+01	1.274662e+02	CENPA
GO_Biological_Process_2021	plasma membrane invagination (GO:0099024)	1/30	2.959000e-02	4.552307e-02	0	0	3.620871e+01	1.274662e+02	AURKB
GO_Biological_Process_2021	protein modification by small protein removal (GO:0070646)	2/276	3.061337e-02	4.688534e-02	0	0	7.991079e+00	2.785945e+01	CDC20;CDK1
GO_Biological_Process_2021	liver development (GO:0001889)	1/32	3.153280e-02	4.764956e-02	0	0	3.386927e+01	1.170768e+02	AURKA
GO_Biological_Process_2021	chromatin remodeling at centromere (GO:0031055)	1/32	3.153280e-02	4.764956e-02	0	0	3.386927e+01	1.170768e+02	CENPA
GO_Biological_Process_2021	positive regulation of telomere maintenance (GO:0032206)	1/32	3.153280e-02	4.764956e-02	0	0	3.386927e+01	1.170768e+02	AURKB
GO_Biological_Process_2021	regulation of histone acetylation (GO:0035065)	1/33	3.250282e-02	4.868263e-02	0	0	3.280921e+01	1.124184e+02	CHEK1
GO_Biological_Process_2021	positive regulation of telomere maintenance via telomerase (GO:0032212)	1/33	3.250282e-02	4.868263e-02	0	0	3.280921e+01	1.124184e+02	AURKB
GO_Biological_Process_2021	positive regulation of telomerase activity (GO:0051973)	1/34	3.347191e-02	4.948021e-02	0	0	3.181340e+01	1.080717e+02	AURKB
GO_Biological_Process_2021	organelle disassembly (GO:1903008)	1/34	3.347191e-02	4.948021e-02	0	0	3.181340e+01	1.080717e+02	CDK1
GO_Biological_Process_2021	protein destabilization (GO:0031648)	1/34	3.347191e-02	4.948021e-02	0	0	3.181340e+01	1.080717e+02	PLK1
GO_Biological_Process_2021	base-excision repair, gap-filling (GO:0006287)	1/35	3.444008e-02	5.047253e-02	0	0	3.087616e+01	1.040074e+02	PCNA
GO_Biological_Process_2021	regulation of mitotic spindle organization (GO:0060236)	1/35	3.444008e-02	5.047253e-02	0	0	3.087616e+01	1.040074e+02	PLK1
GO_Biological_Process_2021	regulation of microtubule-based process (GO:0032886)	1/36	3.540733e-02	5.101056e-02	0	0	2.999248e+01	1.002000e+02	AURKA
GO_Biological_Process_2021	positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	1/36	3.540733e-02	5.101056e-02	0	0	2.999248e+01	1.002000e+02	AURKB
GO_Biological_Process_2021	regulation of embryonic development (GO:0045995)	1/36	3.540733e-02	5.101056e-02	0	0	2.999248e+01	1.002000e+02	CDK1
GO_Biological_Process_2021	positive regulation of mitotic nuclear division (GO:0045840)	1/36	3.540733e-02	5.101056e-02	0	0	2.999248e+01	1.002000e+02	AURKA
GO_Biological_Process_2021	positive regulation of cytokinesis (GO:0032467)	1/37	3.637366e-02	5.196237e-02	0	0	2.915789e+01	9.662665e+01	AURKB
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	1/37	3.637366e-02	5.196237e-02	0	0	2.915789e+01	9.662665e+01	PCNA
GO_Biological_Process_2021	negative regulation of G0 to G1 transition (GO:0070317)	1/38	3.733907e-02	5.289701e-02	0	0	2.836842e+01	9.326729e+01	CHEK1
GO_Biological_Process_2021	histone exchange (GO:0043486)	1/38	3.733907e-02	5.289701e-02	0	0	2.836842e+01	9.326729e+01	CENPA
GO_Biological_Process_2021	replication fork processing (GO:0031297)	1/39	3.830356e-02	5.337381e-02	0	0	2.762050e+01	9.010393e+01	PCNA
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision (GO:0033683)	1/39	3.830356e-02	5.337381e-02	0	0	2.762050e+01	9.010393e+01	PCNA
GO_Biological_Process_2021	DNA replication-independent nucleosome assembly (GO:0006336)	1/39	3.830356e-02	5.337381e-02	0	0	2.762050e+01	9.010393e+01	CENPA
GO_Biological_Process_2021	regulation of peptidyl-threonine phosphorylation (GO:0010799)	1/39	3.830356e-02	5.337381e-02	0	0	2.762050e+01	9.010393e+01	PLK1
GO_Biological_Process_2021	cilium assembly (GO:0060271)	2/314	3.875743e-02	5.378582e-02	0	0	7.004274e+00	2.276692e+01	PLK1;CDK1
GO_Biological_Process_2021	regulation of G0 to G1 transition (GO:0070316)	1/41	4.022979e-02	5.560215e-02	0	0	2.623684e+01	8.430285e+01	CHEK1
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	2/322	4.056797e-02	5.584254e-02	0	0	6.826389e+00	2.187705e+01	TYMS;AURKA
GO_Biological_Process_2021	translesion synthesis (GO:0019985)	1/42	4.119153e-02	5.602048e-02	0	0	2.559564e+01	8.163786e+01	PCNA
GO_Biological_Process_2021	regulation of DNA recombination (GO:0000018)	1/42	4.119153e-02	5.602048e-02	0	0	2.559564e+01	8.163786e+01	CHEK1
GO_Biological_Process_2021	regulation of double-strand break repair (GO:2000779)	1/42	4.119153e-02	5.602048e-02	0	0	2.559564e+01	8.163786e+01	CHEK1
GO_Biological_Process_2021	DNA synthesis involved in DNA repair (GO:0000731)	1/43	4.215235e-02	5.687222e-02	0	0	2.498496e+01	7.911400e+01	PCNA
GO_Biological_Process_2021	DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	1/43	4.215235e-02	5.687222e-02	0	0	2.498496e+01	7.911400e+01	PCNA
GO_Biological_Process_2021	positive regulation of cell division (GO:0051781)	1/44	4.311226e-02	5.793742e-02	0	0	2.440269e+01	7.672079e+01	AURKB
GO_Biological_Process_2021	regulation of DNA repair (GO:0006282)	1/45	4.407125e-02	5.899302e-02	0	0	2.384689e+01	7.444874e+01	PCNA
GO_Biological_Process_2021	regulation of telomerase activity (GO:0051972)	1/46	4.502934e-02	5.957188e-02	0	0	2.331579e+01	7.228923e+01	AURKB
GO_Biological_Process_2021	postreplication repair (GO:0006301)	1/46	4.502934e-02	5.957188e-02	0	0	2.331579e+01	7.228923e+01	PCNA
GO_Biological_Process_2021	regulation of double-strand break repair via homologous recombination (GO:0010569)	1/46	4.502934e-02	5.957188e-02	0	0	2.331579e+01	7.228923e+01	CHEK1
GO_Biological_Process_2021	telomere organization (GO:0032200)	1/47	4.598651e-02	6.060237e-02	0	0	2.280778e+01	7.023444e+01	PCNA
GO_Biological_Process_2021	positive regulation of DNA repair (GO:0045739)	1/48	4.694276e-02	6.091809e-02	0	0	2.232139e+01	6.827725e+01	PCNA
GO_Biological_Process_2021	base-excision repair (GO:0006284)	1/48	4.694276e-02	6.091809e-02	0	0	2.232139e+01	6.827725e+01	PCNA
GO_Biological_Process_2021	negative regulation of mitotic cell cycle (GO:0045930)	1/48	4.694276e-02	6.091809e-02	0	0	2.232139e+01	6.827725e+01	CHEK1
GO_Biological_Process_2021	regulation of protein metabolic process (GO:0051246)	1/48	4.694276e-02	6.091809e-02	0	0	2.232139e+01	6.827725e+01	CHEK2
GO_Biological_Process_2021	cellular response to mechanical stimulus (GO:0071260)	1/49	4.789811e-02	6.192151e-02	0	0	2.185526e+01	6.641113e+01	CHEK1
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/51	4.980608e-02	6.414419e-02	0	0	2.097895e+01	6.292883e+01	CHEK2
GO_Biological_Process_2021	regulation of telomere maintenance via telomerase (GO:0032210)	1/52	5.075870e-02	6.512437e-02	0	0	2.056656e+01	6.130219e+01	AURKB
GO_Biological_Process_2021	regulation of DNA replication (GO:0006275)	1/53	5.171041e-02	6.584847e-02	0	0	2.017004e+01	5.974560e+01	PCNA
GO_Biological_Process_2021	cellular macromolecule catabolic process (GO:0044265)	1/53	5.171041e-02	6.584847e-02	0	0	2.017004e+01	5.974560e+01	CHEK2
GO_Biological_Process_2021	regulation of proteolysis (GO:0030162)	1/54	5.266122e-02	6.680901e-02	0	0	1.978848e+01	5.825483e+01	PLK1
GO_Biological_Process_2021	positive regulation of response to DNA damage stimulus (GO:2001022)	1/55	5.361112e-02	6.776127e-02	0	0	1.942105e+01	5.682598e+01	PCNA
GO_Biological_Process_2021	telomere maintenance (GO:0000723)	1/56	5.456012e-02	6.862833e-02	0	0	1.906699e+01	5.545541e+01	PCNA
GO_Biological_Process_2021	negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/57	5.550821e-02	6.862833e-02	0	0	1.872556e+01	5.413981e+01	AURKA
GO_Biological_Process_2021	positive regulation of proteolysis (GO:0045862)	1/57	5.550821e-02	6.862833e-02	0	0	1.872556e+01	5.413981e+01	PLK1
GO_Biological_Process_2021	renal system development (GO:0072001)	1/57	5.550821e-02	6.862833e-02	0	0	1.872556e+01	5.413981e+01	CENPF
GO_Biological_Process_2021	positive regulation of gene expression, epigenetic (GO:0045815)	1/57	5.550821e-02	6.862833e-02	0	0	1.872556e+01	5.413981e+01	CHEK1
GO_Biological_Process_2021	protein K48-linked ubiquitination (GO:0070936)	1/57	5.550821e-02	6.862833e-02	0	0	1.872556e+01	5.413981e+01	UBE2C
GO_Biological_Process_2021	positive regulation of mitochondrion organization (GO:0010822)	1/58	5.645540e-02	6.954651e-02	0	0	1.839612e+01	5.287605e+01	AURKA
GO_Biological_Process_2021	protein polymerization (GO:0051258)	1/59	5.740169e-02	7.045694e-02	0	0	1.807804e+01	5.166128e+01	UBE2C
GO_Biological_Process_2021	cellular protein catabolic process (GO:0044257)	1/60	5.834707e-02	7.135973e-02	0	0	1.777074e+01	5.049282e+01	CHEK2
GO_Biological_Process_2021	positive regulation of DNA metabolic process (GO:0051054)	1/63	6.117783e-02	7.455362e-02	0	0	1.690832e+01	4.724134e+01	PCNA
GO_Biological_Process_2021	protein catabolic process (GO:0030163)	1/64	6.211961e-02	7.543096e-02	0	0	1.663910e+01	4.623495e+01	CHEK2
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	5/2244	6.536932e-02	7.909455e-02	0	0	2.641209e+00	7.204431e+00	CENPF;PCNA;CHEK2;BIRC5;TYMS
GO_Biological_Process_2021	organelle assembly (GO:0070925)	2/425	6.654853e-02	8.023582e-02	0	0	5.137116e+00	1.392068e+01	CENPF;CENPA
GO_Biological_Process_2021	kidney development (GO:0001822)	1/70	6.775151e-02	8.139758e-02	0	0	1.518764e+01	4.088375e+01	CENPF
GO_Biological_Process_2021	transcription-coupled nucleotide-excision repair (GO:0006283)	1/73	7.055540e-02	8.446773e-02	0	0	1.455263e+01	3.858422e+01	PCNA
GO_Biological_Process_2021	nucleic acid phosphodiester bond hydrolysis (GO:0090305)	1/75	7.242021e-02	8.639604e-02	0	0	1.415789e+01	3.716830e+01	PCNA
GO_Biological_Process_2021	negative regulation of protein serine/threonine kinase activity (GO:0071901)	1/78	7.521075e-02	8.941138e-02	0	0	1.360424e+01	3.520044e+01	PLK1
GO_Biological_Process_2021	positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	1/79	7.613916e-02	9.019970e-02	0	0	1.342915e+01	3.458265e+01	PLK1
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	1/80	7.706668e-02	9.098150e-02	0	0	1.325849e+01	3.398264e+01	PLK1
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	2/464	7.753624e-02	9.121910e-02	0	0	4.694084e+00	1.200282e+01	CENPF;BIRC5
GO_Biological_Process_2021	positive regulation of protein ubiquitination (GO:0031398)	1/82	7.891908e-02	9.252581e-02	0	0	1.292982e+01	3.283312e+01	PLK1
GO_Biological_Process_2021	negative regulation of cellular amide metabolic process (GO:0034249)	1/86	8.261327e-02	9.619353e-02	0	0	1.231889e+01	3.071819e+01	TYMS
GO_Biological_Process_2021	positive regulation of proteasomal protein catabolic process (GO:1901800)	1/86	8.261327e-02	9.619353e-02	0	0	1.231889e+01	3.071819e+01	PLK1
GO_Biological_Process_2021	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	1/87	8.353462e-02	9.693437e-02	0	0	1.217503e+01	3.022444e+01	CHEK1
GO_Biological_Process_2021	sensory perception of mechanical stimulus (GO:0050954)	1/88	8.445508e-02	9.766914e-02	0	0	1.203448e+01	2.974365e+01	BIRC5
GO_Biological_Process_2021	negative regulation of translation (GO:0017148)	1/90	8.629339e-02	9.945678e-02	0	0	1.176286e+01	2.881904e+01	TYMS
GO_Biological_Process_2021	sensory perception of sound (GO:0007605)	1/91	8.721122e-02	1.001751e-01	0	0	1.163158e+01	2.837433e+01	BIRC5
GO_Biological_Process_2021	negative regulation of mitotic cell cycle phase transition (GO:1901991)	1/92	8.812818e-02	1.008875e-01	0	0	1.150318e+01	2.794080e+01	AURKA
GO_Biological_Process_2021	negative regulation of cellular protein metabolic process (GO:0032269)	1/94	8.995947e-02	1.026383e-01	0	0	1.125467e+01	2.710570e+01	TYMS
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway (GO:0097193)	1/102	9.724977e-02	1.094865e-01	0	0	1.035904e+01	2.414146e+01	CHEK2
GO_Biological_Process_2021	positive regulation of cellular protein metabolic process (GO:0032270)	1/102	9.724977e-02	1.094865e-01	0	0	1.035904e+01	2.414146e+01	PLK1
GO_Biological_Process_2021	regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	1/102	9.724977e-02	1.094865e-01	0	0	1.035904e+01	2.414146e+01	PLK1
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	1/102	9.724977e-02	1.094865e-01	0	0	1.035904e+01	2.414146e+01	CHEK2
GO_Biological_Process_2021	nucleotide-excision repair (GO:0006289)	1/105	9.996930e-02	1.121768e-01	0	0	1.005870e+01	2.316411e+01	PCNA
GO_Biological_Process_2021	chromosome organization (GO:0051276)	1/106	1.008741e-01	1.124498e-01	0	0	9.962406e+00	2.285259e+01	TOP2A
GO_Biological_Process_2021	protein localization to nucleus (GO:0034504)	1/106	1.008741e-01	1.124498e-01	0	0	9.962406e+00	2.285259e+01	PLK1
GO_Biological_Process_2021	positive regulation of cellular component organization (GO:0051130)	1/114	1.080813e-01	1.196991e-01	0	0	9.253377e+00	2.058758e+01	CDC20
GO_Biological_Process_2021	histone modification (GO:0016570)	1/114	1.080813e-01	1.196991e-01	0	0	9.253377e+00	2.058758e+01	AURKB
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	1/129	1.214471e-01	1.340650e-01	0	0	8.162829e+00	1.720950e+01	PCNA
GO_Biological_Process_2021	Golgi organization (GO:0007030)	1/130	1.223313e-01	1.346041e-01	0	0	8.099143e+00	1.701648e+01	CDK1
GO_Biological_Process_2021	organic substance transport (GO:0071702)	1/136	1.276191e-01	1.399694e-01	0	0	7.736842e+00	1.592787e+01	CENPF
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	2/625	1.280793e-01	1.400224e-01	0	0	3.452292e+00	7.094824e+00	CHEK1;BIRC5
GO_Biological_Process_2021	nitrogen compound transport (GO:0071705)	1/143	1.337500e-01	1.457532e-01	0	0	7.352854e+00	1.479235e+01	CENPF
GO_Biological_Process_2021	brain development (GO:0007420)	1/150	1.398399e-01	1.519028e-01	0	0	7.004945e+00	1.378053e+01	CENPF
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	2/684	1.482357e-01	1.605100e-01	0	0	3.144021e+00	6.001784e+00	PLK1;AURKB
GO_Biological_Process_2021	double-strand break repair (GO:0006302)	1/164	1.518979e-01	1.639533e-01	0	0	6.398773e+00	1.205879e+01	CHEK2
GO_Biological_Process_2021	regulation of translation (GO:0006417)	1/178	1.637952e-01	1.762353e-01	0	0	5.888492e+00	1.065310e+01	TYMS
GO_Biological_Process_2021	protein stabilization (GO:0050821)	1/179	1.646389e-01	1.765843e-01	0	0	5.855115e+00	1.056263e+01	CHEK2
GO_Biological_Process_2021	positive regulation of cellular biosynthetic process (GO:0031328)	1/180	1.654818e-01	1.769303e-01	0	0	5.822111e+00	1.047336e+01	PCNA
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	4/2206	1.720616e-01	1.833885e-01	0	0	2.018392e+00	3.552175e+00	CCNB1;PLK1;CDK1;AURKB
GO_Biological_Process_2021	negative regulation of macromolecule metabolic process (GO:0010605)	1/194	1.771980e-01	1.876863e-01	0	0	5.395964e+00	9.337649e+00	AURKA
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	1/194	1.771980e-01	1.876863e-01	0	0	5.395964e+00	9.337649e+00	BIRC5
GO_Biological_Process_2021	apoptotic process (GO:0006915)	1/231	2.074145e-01	2.190091e-01	0	0	4.519451e+00	7.109259e+00	CHEK1
GO_Biological_Process_2021	membrane organization (GO:0061024)	1/242	2.161926e-01	2.275711e-01	0	0	4.310767e+00	6.602309e+00	KIF20A
