Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Diseases Of Mitotic Cell Cycle R-HSA-9675126	1/38	3.733907e-02	5.108192e-02	0	0	2.836842e+01	9.326729e+01	UBE2C
Reactome_2022	Ovarian Tumor Domain Proteases R-HSA-5689896	1/39	3.830356e-02	5.133198e-02	0	0	2.762050e+01	9.010393e+01	CDK1
Reactome_2022	Transcriptional Regulation By VENTX R-HSA-8853884	1/39	3.830356e-02	5.133198e-02	0	0	2.762050e+01	9.010393e+01	UBE2C
Reactome_2022	Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313	1/39	3.830356e-02	5.133198e-02	0	0	2.762050e+01	9.010393e+01	PCNA
Reactome_2022	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	1/40	3.926713e-02	5.226774e-02	0	0	2.691093e+01	8.712057e+01	CHEK1
Reactome_2022	Dual Incision In GG-NER R-HSA-5696400	1/41	4.022979e-02	5.318972e-02	0	0	2.623684e+01	8.430285e+01	PCNA
Reactome_2022	Signaling By SCF-KIT R-HSA-1433557	1/42	4.119153e-02	5.409821e-02	0	0	2.559564e+01	8.163786e+01	CHEK1
Reactome_2022	Homologous DNA Pairing And Strand Exchange R-HSA-5693579	1/43	4.215235e-02	5.499346e-02	0	0	2.498496e+01	7.911400e+01	CHEK1
Reactome_2022	TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008	1/44	4.311226e-02	5.587576e-02	0	0	2.440269e+01	7.672079e+01	BIRC5
Reactome_2022	DNA Damage Bypass R-HSA-73893	1/48	4.694276e-02	6.044264e-02	0	0	2.232139e+01	6.827725e+01	PCNA
Reactome_2022	Extension Of Telomeres R-HSA-180786	1/50	4.885255e-02	6.249320e-02	0	0	2.140816e+01	6.463015e+01	PCNA
Reactome_2022	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	1/53	5.171041e-02	6.572227e-02	0	0	2.017004e+01	5.974560e+01	CENPA
Reactome_2022	SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113	1/54	5.266122e-02	6.607809e-02	0	0	1.978848e+01	5.825483e+01	CDC20
Reactome_2022	FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis R-HSA-8854050	1/54	5.266122e-02	6.607809e-02	0	0	1.978848e+01	5.825483e+01	AURKA
Reactome_2022	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	2/378	5.410852e-02	6.717715e-02	0	0	5.793144e+00	1.689723e+01	CDC20;UBE2C
Reactome_2022	Stabilization Of P53 R-HSA-69541	1/56	5.456012e-02	6.717715e-02	0	0	1.906699e+01	5.545541e+01	CHEK2
Reactome_2022	E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654	1/56	5.456012e-02	6.717715e-02	0	0	1.906699e+01	5.545541e+01	PCNA
Reactome_2022	Transcriptional Regulation By MECP2 R-HSA-8986944	1/60	5.834707e-02	7.095292e-02	0	0	1.777074e+01	5.049282e+01	AURKB
Reactome_2022	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	1/60	5.834707e-02	7.095292e-02	0	0	1.777074e+01	5.049282e+01	CHEK2
Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	1/61	5.929156e-02	7.165912e-02	0	0	1.747368e+01	4.936820e+01	CHEK2
Reactome_2022	TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648	1/62	6.023514e-02	7.235563e-02	0	0	1.718637e+01	4.828509e+01	CHEK1
Reactome_2022	Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084	1/63	6.117783e-02	7.304262e-02	0	0	1.690832e+01	4.724134e+01	UBE2C
Reactome_2022	Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210	1/64	6.211961e-02	7.372026e-02	0	0	1.663910e+01	4.623495e+01	PCNA
Reactome_2022	p53-Dependent G1 DNA Damage Response R-HSA-69563	1/65	6.306050e-02	7.394594e-02	0	0	1.637829e+01	4.526403e+01	CHEK2
Reactome_2022	Dual Incision In TC-NER R-HSA-6782135	1/65	6.306050e-02	7.394594e-02	0	0	1.637829e+01	4.526403e+01	PCNA
Reactome_2022	Base Excision Repair R-HSA-73884	1/72	6.962166e-02	8.067922e-02	0	0	1.475834e+01	3.932625e+01	PCNA
Reactome_2022	CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017	1/72	6.962166e-02	8.067922e-02	0	0	1.475834e+01	3.932625e+01	UBE2C
Reactome_2022	Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827	1/77	7.428146e-02	8.557571e-02	0	0	1.378393e+01	3.583677e+01	PCNA
Reactome_2022	Processing Of DNA Double-Strand Break Ends R-HSA-5693607	1/80	7.706668e-02	8.826824e-02	0	0	1.325849e+01	3.398264e+01	CHEK1
Reactome_2022	Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	1/81	7.799332e-02	8.881320e-02	0	0	1.309211e+01	3.339969e+01	UBE2C
Reactome_2022	Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399	1/82	7.891908e-02	8.935091e-02	0	0	1.292982e+01	3.283312e+01	PCNA
Reactome_2022	Switching Of Origins To A Post-Replicative State R-HSA-69052	1/90	8.629339e-02	9.658976e-02	0	0	1.176286e+01	2.881904e+01	UBE2C
Reactome_2022	MAPK6/MAPK4 Signaling R-HSA-5687128	1/90	8.629339e-02	9.658976e-02	0	0	1.176286e+01	2.881904e+01	CDK1
Reactome_2022	Telomere Maintenance R-HSA-157579	1/92	8.812818e-02	9.808617e-02	0	0	1.150318e+01	2.794080e+01	PCNA
Reactome_2022	Metabolism Of Nucleotides R-HSA-15869	1/95	9.087381e-02	1.005738e-01	0	0	1.113438e+01	2.670340e+01	TYMS
Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	1/107	1.017780e-01	1.120127e-01	0	0	9.867925e+00	2.254783e+01	BIRC5
Reactome_2022	Nucleotide Excision Repair R-HSA-5696398	1/108	1.026810e-01	1.123787e-01	0	0	9.775209e+00	2.224962e+01	PCNA
Reactome_2022	Assembly Of Pre-Replicative Complex R-HSA-68867	1/110	1.044846e-01	1.137208e-01	0	0	9.594882e+00	2.167211e+01	UBE2C
Reactome_2022	Glycerophospholipid Biosynthesis R-HSA-1483206	1/127	1.196760e-01	1.288316e-01	0	0	8.293233e+00	1.760626e+01	CHEK2
Reactome_2022	DNA Replication Pre-Initiation R-HSA-69002	1/127	1.196760e-01	1.288316e-01	0	0	8.293233e+00	1.760626e+01	UBE2C
Reactome_2022	Cellular Senescence R-HSA-2559583	1/165	1.527530e-01	1.635453e-01	0	0	6.359435e+00	1.194895e+01	UBE2C
Reactome_2022	Ub-specific Processing Proteases R-HSA-5689880	1/201	1.829973e-01	1.948674e-01	0	0	5.205263e+00	8.840015e+00	CDC20
Reactome_2022	Phospholipid Metabolism R-HSA-1483257	1/208	1.887577e-01	1.999208e-01	0	0	5.027460e+00	8.382238e+00	CHEK2
Reactome_2022	Neddylation R-HSA-8951664	1/237	2.122141e-01	2.235624e-01	0	0	4.403211e+00	6.825681e+00	BIRC5
Reactome_2022	MAPK1/MAPK3 Signaling R-HSA-5684996	1/277	2.435123e-01	2.551698e-01	0	0	3.757437e+00	5.307710e+00	CDK1
Reactome_2022	MAPK Family Signaling Cascades R-HSA-5683057	1/318	2.743650e-01	2.859783e-01	0	0	3.264652e+00	4.222161e+00	CDK1
Reactome_2022	Signaling By Interleukins R-HSA-449147	1/453	3.677235e-01	3.812712e-01	0	0	2.273871e+00	2.274835e+00	BIRC5
Reactome_2022	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	1/496	3.949806e-01	4.073884e-01	0	0	2.071770e+00	1.924506e+00	CHEK1
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	1/702	5.107886e-01	5.240904e-01	0	0	1.447481e+00	9.724169e-01	BIRC5
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	1/722	5.208344e-01	5.316289e-01	0	0	1.405869e+00	9.170808e-01	UBE2C
Reactome_2022	Metabolism Of Lipids R-HSA-556833	1/732	5.257835e-01	5.331624e-01	0	0	1.385917e+00	8.909584e-01	CHEK2
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	1/736	5.277495e-01	5.331624e-01	0	0	1.378088e+00	8.807822e-01	UBE2C
Reactome_2022	Metabolism R-HSA-1430728	2/2049	6.221860e-01	6.253604e-01	0	0	9.734028e-01	4.618954e-01	CHEK2;TYMS
Reactome_2022	Disease R-HSA-1643685	1/1736	8.374718e-01	8.374718e-01	0	0	5.534658e-01	9.816694e-02	UBE2C
